,TweetId,Label,TweetText,cleaned_tweets
23,303453980573437952,Sports,"'Watson and Cowan shine, but Australia will be concerned with their showing against India A. http://t.co/jKcoSbDr'",watson cowan shine australia concerned showing india
24,266080403209740288,Politics,President Obama says he'll work with Mitt Romney in the coming weeks to get things done in DC. PO-256TU,president obama says work mitt romney coming weeks get things done
25,305957332192468992,Sports,"'Out! Wade is bowled! Harbhajan from around the wicket has Wade sweeping, missing and losing his stumps. Out for 8, Australia 5-121 #INDvAUS'",wade bowled harbhajan around wicket wade sweeping missing losing stumps australia indvaus
26,306270595836956672,Sports,"'1st Test. 9.3: N Lyon to S Tendulkar, 6 runs, 42/2 #IndvAus http://t.co/fVNl1KTPB1 @BCCI'",test lyon tendulkar runs indvaus bcci
27,291518381717344256,Sports,"'Sorry, Wright! This is nailbiting!!!'",sorry wright nailbiting
28,278568880476143617,Politics,'David Plouffe: Your story bouncing around the White House - Senior Advisor to the President David Plouffe just s... http://t.co/BgrUg2N8',david plouffe story bouncing around white house senior advisor president david plouffe
29,303799049318957057,Sports,"Good morning everyone, it's a lovely day down in Cobham as the squad returns to training after a day off. #CFC",good morning everyone lovely day cobham squad returns training day cfc
30,295816549883858944,Politics,'Indians celebrate Republic Day all over the world\nhttp://t.co/bUF4CsKt',indians celebrate republic day world
31,305672149245497345,Sports,"'First corner of the game goes to Man City, and it is cleared. 3 mins played. #CFC'",first corner game goes man city cleared mins played cfc
32,306832539874623488,Sports,"'Ex-Aston #Villa &amp; #whafc forward John Carew will not be signing for Inter Milan, due to ""his current athletic condition."" #bbcfootball'",aston villa amp whafc forward john carew signing inter milan due current athletic condition bbcfootball
33,304267284246065152,Politics,'#SecKerry: No investment a nation can make returns a benefit as sizable as an investment in foreign policy.',seckerry investment nation make returns benefit sizable investment foreign policy
34,305695872103112705,Sports,'Dynamic Dhoni takes Australia apart http://t.co/2TdZhgK3qj',dynamic dhoni takes australia apart
35,304157630681735168,Politics,"'Video in English: Press Conference by Chief Cabinet Secretary Suga (February 20, 2013(PM))\nhttp://t.co/yR5K73Uh'",video english press conference chief cabinet secretary suga february
36,304683937534455810,Sports,"'Oscar with a challenge, and Sparta win the first free-kick of the game. #CFC'",oscar challenge sparta win first free kick game cfc
37,300699571611369472,Sports,"RT @piersnewbery: GB's @annekeothavong talks Watson &amp; Robson, injury problems, her @FedCup debut in 2001, and what a home tie would ...",piersnewbery annekeothavong talks watson amp robson injury problems fedcup debut home tie would
38,304472546093449216,Sports,McLaren's looking fast this season with Perez quickest on day 2 of testing in Barcelona http://t.co/cgNBoY2hhR,mclaren looking fast season perez quickest day testing barcelona
39,298457528747061248,Politics,'Photos: PM hosts summit at Chequers attended by President Karzai of #Afghanistan and President #Zardari of Pakistan http://t.co/NwpfOBHW',photos hosts summit chequers attended president karzai afghanistan president zardari pakistan
40,271594100619350016,Politics,'Vladimir Putin has chaired a meeting of the Agency for Strategic Initiatives supervisory board http://t.co/XksIywuB',vladimir putin chaired meeting agency strategic initiatives supervisory board
41,266045769855926274,Politics,'Paul Ryan wins re-election as Wisconsin Representative \u2013 PO-225',paul ryan wins election wisconsin representative
42,298738290717245440,Politics,"'Video in English: Press Conference by Chief Cabinet Secretary Suga(February 5, 2013(PM))\nhttp://t.co/m9xgCvqZ'",video english press conference chief cabinet secretary suga february
43,305304475906752513,Sports,"Young guns Pujara and Kohli also very impressive, more so the latter for the manner in which he messed up Oz's field placing to restrict him",young guns pujara kohli also impressive latter manner messed field placing restrict
44,269751597230329856,Politics,'Joint news conference with Vladimir Putin and Angela Merkel - http://t.co/zHTGMd4i',joint news conference vladimir putin angela merkel
45,291510654538502144,Sports,'1-27 after four. D/L target after five overs is 1-52 #BBL02 #bigfinals',four target five overs bigfinals
46,302322382390059008,Politics,"'RT @govindethiraj: Govt building internet infra to encourage content creation, not to regulate it @milinddeora tells me in excl intvw h ...'",govindethiraj govt building internet infra encourage content creation regulate milinddeora tells excl intvw
47,297229537987657728,Politics,'RT @PMOIndia: PM releases the commemorative coins for Silver Jubilee of Mata Vaishno Devi Shrine Board with J&amp;K Governor and CM- htt ...',pmoindia releases commemorative coins silver jubilee mata vaishno devi shrine board amp governor htt
48,277091499831853056,Politics,"'Dmitry #Medvedev on #KashinCase: Evidence is still being collected, but the case is not closed and will be fully investigated @kshn'",dmitry medvedev kashincase evidence still collected case closed fully investigated kshn
49,306322955879714816,Sports,"'Tara Moore on her win in Surprise: ""I\'ve had a really good week &amp; it was a great tournament, I had loads of fun. Hopefully more to come!""'",tara moore win surprise really good week amp great tournament loads fun hopefully come
50,299135257817522177,Sports,'RT @BFC1887: Club Statement - http://t.co/ScOoWirc',club statement
51,306463731074859008,Sports,"'RT @5LiveRugby: If found guilty, points deduction the likely punishment... LWelsh second bottom of Pship, 3 points ahead of Sale with 6 ...'",found guilty points deduction likely punishment lwelsh second bottom pship points ahead sale
52,268885075209383936,Politics,'An overview of the Japan-Philippines Summit Meeting on November 5th. http://t.co/hmYASjOS',overview japan philippines summit meeting november
53,306496142206722049,Sports,Kevin Mirallas's goal for Everton is #EFC's 10th #FACup goal during the current campaign and all have been scored by different players.,kevin mirallas goal everton efc facup goal current campaign scored different players
54,306719563507175424,Sports,"'2 overs left, 9 runs to win and 3 wickets in hand for the @bushrangers. McKay 17* and Sheridan 4* with McDermott to bowl #RyobiODC'",overs left runs win wickets hand bushrangers mckay sheridan mcdermott bowl ryobiodc
55,291433771549470720,Sports,"Brad Hodge, Greg Shipperd and Shane Warne check out the wicket before tonight's Big Semi Final #bigfinals #BBL02 http://t.co/4a8MAOBQ",brad hodge greg shipperd shane warne check wicket tonight big semi final bigfinals
56,306730672402362368,Politics,'Tata among top 40 global brands | Business Standard: http://t.co/NJucT4rYvO',tata among top global brands business standard
57,298854314523389952,Sports,'@Mr_MLees Hi Matt - unfortunately the app for mobile surveys is not compatible with that phone yet',mlees matt unfortunately app mobile surveys compatible phone yet
58,306002742839750656,Sports,'Are you a Level 2 tennis coach? Places are available on the Level 3 coaching course in Lancashire starting 3 April \u2013 http://t.co/eIuUAPnbQ8',level tennis coach places available level coaching course lancashire starting april
59,278703567974576128,Politics,"'The PM\'s Instruction after North Korea\'s launch of missile, which it calls a ""satellite"" after the Security Council\nhttp://t.co/aBLEw02e'",instruction north korea launch missile calls satellite security council
60,296980992495869952,Politics,"'Photo: David Cameron meets a young Libyan activist in Martyrs Square, #Tripoli http://t.co/MngBPmQE #PMinAfrica'",photo david cameron meets young libyan activist martyrs square tripoli pminafrica
61,296825189348544512,Sports,'RT @craigtiley: A different week. @AustralianOpen site looking different as we take everything down. We miss it ! http://t.co/g2vsNPHY',craigtiley different week australianopen site looking different take everything miss
62,299923604336943104,Sports,'@mohanstatsman Tks',mohanstatsman tks
63,282797601772945408,Politics,'Alleppey Lighthouse http://t.co/aKBpQeoH',alleppey lighthouse
64,303477029179908096,Politics,"'EP this week: budget, economy, horse meat, number of MEPs, carbon credits. Article http://t.co/xGZEOz4h'",week budget economy horse meat number meps carbon credits article
65,279312178039881729,Politics,"'#Madiba is being cared for at a Pretoria hospital: issued by the @PresidencyZA, http://t.co/y2RmKSkk'",madiba cared pretoria hospital issued presidencyza
66,303893452209389569,Sports,"'Possible FA Cup quarter-final date set, http://t.co/0IHUaATc #CFC'",possible cup quarter final date set cfc
67,305479693312880640,Sports,'#BupaSS Langer rapt with Warriors fightback at the WACA. Read why: http://t.co/O3fXQWe6JR',bupass langer rapt warriors fightback waca read
68,304078187711836162,Politics,"'You can follow live updates, photos and blogs straight from the BCIM Car Rally on our Tumblr blog: http://t.co/bWg0NWOh'",follow live updates photos blogs straight bcim car rally tumblr blog
69,305407173247266816,Sports,Wake Forest just dropped #2 Miami. This year's NCAA Tournament bracket is going to be the hardest multiple choice test EVER.,wake forest dropped miami year ncaa tournament bracket going hardest multiple choice test ever
70,301552723923443713,Politics,"'Photoset: Social State of the Union Stats According to Google, the top four rising search terms during this... http://t.co/8JxI7F5t'",photoset social state union stats according google top four rising search terms
71,294304304070811648,Politics,"'Video in English: Press Conference by Chief Cabinet Secretary Suga (January 24, 2013(AM))http://t.co/w8T8DY5l'",video english press conference chief cabinet secretary suga january
72,298864592199753730,Sports,'...also on this week are two @npower_Champ managers - @theposhdotcom\u2019s Darren Ferguson &amp; @bfc_official\u2019s David Flitcroft #podcast',also week two npower champ managers theposhdotcom darren ferguson amp bfc official david flitcroft podcast
73,261953376303071232,Politics,'I know it because I have seen it: Good Democrats can come together with good Republicans to solve big problems. What we need is leadership.',know seen good democrats come together good republicans solve big problems need leadership
74,299814831714885632,Politics,Israel's former chief negotiator with Damascus on why the Israeli Air Force struck Syria and what's next: http://t.co/7YfdECie,israel former chief negotiator damascus israeli air force struck syria next
75,304448136741548032,Politics,"'Video in English: Press Conference by Chief Cabinet Secretary Suga (February 21, 2013(AM))http://t.co/XIMYLYUxpb'",video english press conference chief cabinet secretary suga february
76,302704108584972288,Sports,'Daily tickets for the Aegon International are on sale now! Get yours at: http://t.co/K6yDYuHO or by calling 0844 581 3015',daily tickets aegon international sale get calling
77,303741385025150976,Sports,"RT @Starsportsindia: @cricketwallah Hi Ayaz, we're active on twitter now. Have some exciting quizzes and activities lined up. Pls let ur ...",starsportsindia cricketwallah ayaz active twitter exciting quizzes activities lined pls let
78,304286462357155841,Sports,'Half-time in the @NextGenSeries - @FCBarcelona 0-1 @chelseafc #CFC',half time nextgenseries fcbarcelona chelseafc cfc
79,280545396147748864,Politics,"'A message from former President #NelsonMandela on announcing 1999 the International Year of Older Persons, http://t.co/4gnH8eXV'",message former president nelsonmandela announcing international year older persons
80,306075937320099840,Politics,#LifeOfPi was undoubtedly the best movie of the year. Can't wait to watch #DjangoUnchained though...,lifeofpi undoubtedly best movie year wait watch djangounchained though
81,300214177585324033,Politics,"'Inaugurated a self-defense workshop for female students, organized by Colaba Congress &amp; @mickeymehta http://t.co/rkM54kz6'",inaugurated self defense workshop female students organized colaba congress amp mickeymehta
82,305287398558949376,Sports,'GOAL! 3-0 Fulham. A well-worked goal from the hosts after an enterprising run from Roberts is finished off by Williams. #CFCU18',goal fulham well worked goal hosts enterprising run roberts finished williams
83,304878116701077504,Politics,"'Video in English: Press Conference by Chief Cabinet Secretary Suga (February 22, 2013(PM)) http://t.co/TL28zWtDiI'",video english press conference chief cabinet secretary suga february
84,299606852755410945,Politics,'Things we learnt in the February plenary: overview of all the highlights http://t.co/cpLwB7vD',things learnt february plenary overview highlights
85,304885960183799809,Sports,'If you missed it watch @RoscoHutchins on @BBCBreakfast talking about #AegonChampionships #RallyAgainstCancer http://t.co/CJy7ulM0Lg (08.38)',missed watch roscohutchins bbcbreakfast talking aegonchampionships rallyagainstcancer
86,251059284031442944,Politics,'.@BarackObama\u2019s policies toward China are hurting small businesses. We can\u2019t afford another 4 years like the last http://t.co/fbf6msvr',barackobama policies toward china hurting small businesses afford another years like last
87,303531551881302016,Sports,Thought Mumbai's peak hour traffic was bad but Delhi's is the pits. Have been on the road for 2/12 hrs from Okhla to Janakpuri...,thought mumbai peak hour traffic bad delhi pits road hrs okhla janakpuri
88,304670942976675840,Politics,'RT @TSonenshine: Congrats @apps4africa winners: @SliceBiz @Proworkapp @Ffenebiz! Challenge developing solutions for youth unemployment h ...',tsonenshine congrats winners slicebiz proworkapp ffenebiz challenge developing solutions youth unemployment
89,302145145611104256,Sports,"Sorry, that's Asad Shafiq, not Malik...",sorry asad shafiq malik
90,306406987292348416,Sports,"RT @CHarrisESPN: In this year's NFL Combine Review, you'll find youtube links giving highlights for most players I discuss: http://t.co/ ...",charrisespn year nfl combine review find youtube links giving highlights players discuss
91,306359424744845312,Politics,'Watch @EP_Environment workshop on diagnostic medical devices and the ethics of #DNA testing. Starts at 12.30pm CET http://t.co/YTPLkCTVhz',watch environment workshop diagnostic medical devices ethics dna testing starts cet
92,304323615803973633,Politics,"'Join ""Empowering #LGBT Youth &amp; Combating Homophobia in Sports: Q&amp;A with @angelahucles"" Feb.21 at 09EST/14UTC http://t.co/MB4KiAwf @CONX'",join empowering lgbt youth amp combating homophobia sports amp angelahucles feb conx
93,302015693191254017,Politics,"'#Valentine: if you fell in love abroad, YourEurope offers info on marriage &amp; registered partnerships in EU http://t.co/QonHt8n2 #eyc2013'",valentine fell love abroad youreurope offers info marriage amp registered partnerships
94,305967108087504896,Sports,'@2fiddyracer What team are you racing for? :)',team racing
95,305671720700870656,Politics,"'Between terror errors in multiple cases &amp; political bickering, are we apathetic in our response to terrorism. We The People at 8'",terror errors multiple cases amp political bickering apathetic response terrorism people
96,306284550433165313,Politics,"'""Our freedom&amp;our rights will only gain their full meaning as we succeed together in overcoming the divisions&amp;inequalities of our past"" NM'",freedom amp rights gain full meaning succeed together overcoming divisions amp inequalities past
97,306711000986554368,Politics,'Dr. Rajan on DBT: The process of roll out of the pilots is important to learn from them',rajan dbt process roll pilots important learn
98,270504854936489984,Politics,'Telephone conversation with President of Ukraine Viktor Yanukovych http://t.co/7fplCgzC',telephone conversation president ukraine viktor yanukovych
99,305715604843794433,Politics,'@scvaid23 thanks v much',thanks much
100,295527458399219714,Sports,"'#Murray: ""No one\'s ever won a slam, the immediate one after winning their first one. Not easiest thing to do. I got extremely close.""'",murray one ever slam immediate one winning first one easiest thing got extremely close
101,294379990496202752,Politics,"'PM: Approach not about turning our backs on Europe - is about making EU competitive, open &amp; flexible &amp; securing UK\u2019s place within it. #WEF'",approach turning backs europe making competitive open amp flexible amp securing place within wef
102,305912115804381185,Sports,"'1st Test. 5.6: H Singh to E Cowan, 4 runs, 11/0 #IndvAus http://t.co/fVNl1KTPB1 @BCCI'",test singh cowan runs indvaus bcci
103,300918261007126528,Politics,'HM: President of India assented to Unlawful Activities (Prevention) Amendt Act 2012 on 3.1.13.',president india assented unlawful activities prevention amendt act
104,304932041575784449,Politics,'Photo: \u2026 An we\u2019ve reached the #Bangladesh border #BCIM2013 http://t.co/hMLLT2vEnk',photo reached bangladesh border
105,303170821017464832,Sports,'One-handed stunner by Stahelkar to seal World Cup No. 6 for Australia. Only 10 have been played: http://t.co/uOdN9YGP #wwc2013',one handed stunner stahelkar seal world cup australia played
106,306229497206804480,Politics,We're off to Imphal! #BCIM2013 http://t.co/DYkZsNUBLL,imphal
107,304587281489068032,Politics,"'RT @StateCSO: ICYMI, our very own Amb. Barton was on C-SPAN yesterday, where he discussed all of our major engagements: http://t.co/iPTZ ...'",statecso icymi amb barton span yesterday discussed major engagements
108,286715991830978560,Politics,VPT's dusty cargo handling processes are getting increasingly mechanized to eliminate air pollution http://t.co/sXuhOnvc,vpt dusty cargo handling processes getting increasingly mechanized eliminate air pollution
109,305304176034983936,Sports,"'Sachin was superb today: feet moving well, choice of strokes immaculate, some of them delectably executed. What did you guys think?'",sachin superb today feet moving well choice strokes immaculate delectably executed guys think
110,301520821153828864,Politics,"'RT @whitehouse: Obama: ""I\u2019m also issuing a new goal for America: let\u2019s cut in half the energy wasted by our homes &amp; businesses over ...'",whitehouse obama also issuing new goal america let cut half energy wasted homes amp businesses
111,304538324436144128,Politics,'Learn what led Pres. #Lincoln to sign the Emancipation Proclamation &amp; end slavery in America! http://t.co/XM5yaObZQS @CONX #HaroldHolzer',learn led pres lincoln sign emancipation proclamation amp end slavery america conx haroldholzer
112,248893806408249345,Politics,"Candidate Obama's slogan in 2008 was \u2018Yes, we can.\u2019 His slogan now is \u2018No, I can\u2019t.\u2019 It's time for a new president.",candidate obama slogan slogan time new president
113,264505656202100736,Politics,'#FF @RomneyRoadTeam @Rick_Gorka @SarahHaleyTN @dgjackson @AMHenneberg @alcivar',romneyroadteam rick gorka sarahhaleytn dgjackson amhenneberg alcivar
114,306325985228361731,Politics,"'#Railway Budget: 4 companies of women RPF personnel set up;another 8 to be set up to strengthen security, especially women passengers'",railway budget companies women rpf personnel set another set strengthen security especially women passengers
115,292990239415336960,Politics,"'Joe Biden takes the oath of office for the Vice Presidency of the US. The walk up, oath his brief comments PO-03SU, PO-04SU, PO-02SU'",joe biden takes oath office vice presidency walk oath brief comments
116,278855960913649666,Politics,The President: Natural population growth has been recorded in the past five months for the first time in Russia's modern history,president natural population growth recorded past five months first time russia modern history
117,299516707700097024,Politics,PM on #EU budget: In Nov the numbers were much too high. They need to come down. And if they don't there won't be a deal. #EUCO,budget nov numbers much high need come deal euco
118,288204098195570688,Politics,'Dmitry Medvedev and his wife attended the Christmas service at Christ the Saviour Cathedral in Moscow http://t.co/Xokwewij',dmitry medvedev wife attended christmas service christ saviour cathedral moscow
119,301303834238652416,Politics,Prime Minister: The heads of all regions will bear personal responsibility for raising teachers' salaries,prime minister heads regions bear personal responsibility raising teachers salaries
120,294439941713297408,Politics,'Dmitry Medvedev has attended a working breakfast with foreign investors in #Davos #wef http://t.co/xOcCLA0E',dmitry medvedev attended working breakfast foreign investors davos wef
121,305712658693378050,Sports,'The kings of stats in discussion - @rajeshstats and @Zaltzcricket look at Nelson in new light. Have a look: http://t.co/vNQ3JoPls7',kings stats discussion rajeshstats zaltzcricket look nelson new light look
122,295097803351400448,Politics,'RT @DDNewsLive: Nation celebrates 64th Republic Day. http://t.co/IlNogCqM',ddnewslive nation celebrates republic day
123,294491586572742656,Sports,'Hilarious! Watch @DjokerNole make a court call to treat an ailing #Leconte at @AustralianOpen http://t.co/56yoywLe #atp',hilarious watch djokernole make court call treat ailing leconte australianopen atp
124,306345853000499200,Politics,'@MandeepBajwa :-) @nitingokhale @mdiirfankhan',mandeepbajwa nitingokhale mdiirfankhan
125,305579828973821952,Sports,"'Wicket! Clarke brings Lyon on with immediate result, capturing the centurion Kohli at mid on. Out for 107, 5-324 #INDvAUS'",wicket clarke brings lyon immediate result capturing centurion kohli mid indvaus
126,304380097782235136,Politics,'May I have this dance? http://t.co/gf9q84vhl1',may dance
127,305898900726894592,Sports,"'1st Test. Over 149: 6 runs (I Sharma 0, B Kumar 25) #IND 555/9 #IndvAus http://t.co/fVNl1KTPB1 @BCCI'",test runs sharma kumar ind indvaus bcci
128,304637533202038784,Sports,"'@BlueMosel its an MCC law so applies to all cricket - I guess individual leagues can at a local level, but internationally not the case'",bluemosel mcc law applies cricket guess individual leagues local level internationally case
129,305158133507055618,Sports,'The @warriors new uniforms tonight are FRESH -&gt; http://t.co/pNyi1w3Lud',warriors new uniforms tonight fresh
130,306011214759227392,Politics,'Like our #EP 360\xb0 panorama? http://t.co/a3EL8tQPJ1 clicks Check making of video http://t.co/ox9fIcY9qv clicks #EP360',like panorama clicks check making video clicks
131,302175102269784064,Politics,'Happening now: President Obama joins a #FiresideHangout live from the White House. http://t.co/aMa91v5G',happening president obama joins firesidehangout live white house
132,302751122408493056,Politics,"'President Hollande speaks at India-France trade conference, Photo Gallry - Business Standard: http://t.co/fz8pBzwF'",president hollande speaks india france trade conference photo gallry business standard
133,266062679272198144,Politics,'Mitt Romney delivering concession speech to supporters in Boston. PO-234TU',mitt romney delivering concession speech supporters boston
134,296644390636621824,Politics,'Indian author shortlisted for Man Booker prize - Hindustan Times http://t.co/zlheK1dd',indian author shortlisted man booker prize hindustan times
135,293124214356078592,Sports,"Missed Saturday's #bigfinal? Don't worry, we got you covered http://t.co/xTTGg8QQ #BBL02",missed saturday bigfinal worry got covered
136,304130216605937664,Politics,"'\u201cLet us give practical recognition to the injustices of the past, by building a future based on equality &amp; #SocialJustice\u201d #Madiba @UN'",give practical recognition injustices past building future based equality amp socialjustice madiba
137,278858783818670080,Politics,'The President: We need to modernise our political system. The government will seek to ensure political parties equal access to the media',president need modernise political system government seek ensure political parties equal access media
138,306646774884470784,Sports,'Congrats to @NicoAlmagro for his 300th match win in Acapulco. The Spaniards were on fire Tuesday! http://t.co/9O7MJyOZ87 #atp',congrats nicoalmagro match win acapulco spaniards fire tuesday atp
139,301215039719878656,Politics,'12 February 1995 #NelsonMandela attends the Robben Island Reunion Conference',february nelsonmandela attends robben island reunion conference
140,297589691706904576,Politics,'RT @DDNewsLive: Watch LIVE 8th MGNREGA awards. http://t.co/Qi4PeWah',ddnewslive watch live mgnrega awards
141,303173314715742210,Sports,'RT @mstarc56: Outstanding World Cup win @_SouthernStars girls!! \n#wwc13 #cmonaussies',outstanding world cup win southernstars girls cmonaussies
142,305705899299835904,Sports,A report on today's defeat away to Manchester City: http://t.co/TLt7PYAoD6 #CFC,report today defeat away manchester city cfc
143,286377334381092864,Politics,"Arrived at Visakhapatnam. Reviewed Department of Posts' work in AP Circle, specifically wrt Direct Cash Transfer/Aadhar",arrived visakhapatnam reviewed department posts work circle specifically wrt direct cash transfer aadhar
144,296850471824547840,Politics,"On Jan 29, PM #Abe received request from Issei Nishikawa, Governor of Fukui and others at the Prime Minister's Office.\nhttp://t.co/t1E9xOiI",jan abe received request issei nishikawa governor fukui others prime minister office
145,32686048047800320,Sports,'@AndyinBrum cheers mate. Was just on way to bar!',andyinbrum cheers mate way bar
146,303631987988639744,Sports,'@89vivienne :-(',
147,304153441641570304,Sports,'Shortlists for the Football League Awards 2013 will be announced at 9:30am this morning \u2013 24 clubs have made the shortlists #FLAwards',shortlists football league awards announced morning clubs made shortlists flawards
148,299183882585133056,Politics,'Medvedev: The Government recognises the need for disclosure of information. Open data is one way to improve communication between people',medvedev government recognises need disclosure information open data one way improve communication people
149,280532180655042560,Politics,"'Video in English: Press Conference by Chief Cabinet Secretary Fujimura (December 17, 2012(AM))\nhttp://t.co/mavtZhIe'",video english press conference chief cabinet secretary fujimura december
150,306473843726368768,Sports,'.@BBCSport will be across all the UK #bbcfootball action tonight as well as #Barca v #Madrid in #ElClasico. http://t.co/VTYllxrKZ4',bbcsport across bbcfootball action tonight well barca madrid elclasico
151,306188136793395200,Sports,'.@Mozzie21 still believes Australia can save the match in Chennai. You can watch his press conference here: http://t.co/hJ9tEy1GOK #INDvAUS',still believes australia save match chennai watch press conference indvaus
152,286038416469151744,Politics,"'""Create an atmosphere where you can move everybody towards the goal you have set for yourself,as well as the collective 4 which you work"" NM'",create atmosphere move everybody towards goal set well collective work
153,304359380172828673,Sports,"'Aldershot Town announced the departure of manager Dean Holdsworth this evening: RT ""@OfficialShots: Club Statement: http://t.co/GZIBZlQ6Nn""'",aldershot town announced departure manager dean holdsworth evening officialshots club statement
154,295517094706049024,Sports,'#Djokovic does his lap of honour on RLA. #3pete #ausopenfinal http://t.co/oQvOPs2V',djokovic lap honour rla ausopenfinal
155,300546371319103488,Sports,'#GBFedCup outstanding fight from the British No. 1. Holds at love for one set all after 64 mins.',gbfedcup outstanding fight british holds love one set mins
156,298177041352757248,Sports,'.@milosraonic clinches @DavisCup tie for Canada against Spain with a 63 64 62 victory over Garcia-Lopez. #atp #tennis #DavisCup',milosraonic clinches daviscup tie canada spain victory garcia lopez atp tennis daviscup
157,303531513390182400,Sports,'. @delpotrojuan has a surprise in store for his team... Watch this spy-camera video on Facebook: http://t.co/TOXn1kn1 #atp',delpotrojuan surprise store team watch spy camera video facebook atp
158,306126217743048704,Sports,'Tonight we join @whufc_official in remembering one of the all time great footballers - Bobby Moore #legend http://t.co/WWhxZggfVC',tonight join whufc official remembering one time great footballers bobby moore legend
159,295518908943826946,Sports,"'#Djokovic: ""The results are showing the kind of sensations I have when I play Rod Laver Arena.Meant every word I said.Love this tournament.""'",djokovic results showing kind sensations play rod laver arena meant every word said love tournament
160,306471809375686657,Politics,"'Obama: ""The sequester uses a meat-cleaver approach to gut critical investments in things like education &amp; national security."" #JobsOverCuts'",obama sequester uses meat cleaver approach gut critical investments things like education amp national security jobsovercuts
161,305155235771457536,Sports,"'McCullum belatedly comes up with the first six of the game, straight off Swann. New Zealand need a few more of those #NZvEng'",mccullum belatedly comes first six game straight swann new zealand need nzveng
162,292126250582044672,Sports,Poll on channel9 suggested Kulasekera should bowl ten straight overs. 80% said yes. I'm estimating 20% have ever tried bowling. #ausvsl,poll suggested kulasekera bowl ten straight overs said yes estimating ever tried bowling ausvsl
